"","nome_jogo","nota_jogo","link_jogo","ano_jogo","genero_jogo","link_avaliacao","avaliacao_jogo","diretor_jogo"
"407","Moonscars","6.6","https://www.imdb.com/title/tt22492780/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt22492780/ratings/?ref_=tt_ov_rt","1|1|1|1|2|0|1|1|0|0",NA
"408","Nowhere Boys: The 5th Boy",NA,"https://www.imdb.com/title/tt4065690/?ref_=adv_li_tt",2013,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt4065690/ratings/?ref_=tt_ov_rt",NA,NA
"409","Kopusu Pati Buraddo kaba Ripitiddo fia","7.5","https://www.imdb.com/title/tt5627770/?ref_=adv_li_tt",2015,"
Adventure, Horror","https://www.imdb.com/title/tt5627770/ratings/?ref_=tt_ov_rt","12|4|8|10|2|3|1|1|1|3","Makoto Kedouin
"
"410","Vampire Killer","7.5","https://www.imdb.com/title/tt0417519/?ref_=adv_li_tt",1994,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0417519/ratings/?ref_=tt_ov_rt","29|19|60|38|20|3|3|2|0|3",NA
"411","Shin Megami Tensei: Strange Journey","8.1","https://www.imdb.com/title/tt1523546/?ref_=adv_li_tt",2009,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1523546/ratings/?ref_=tt_ov_rt","31|10|13|6|4|1|0|2|0|5","Eiji Ishida
"
"412","The Pink Panther: Hokus Pokus Pink","8.2","https://www.imdb.com/title/tt7467584/?ref_=adv_li_tt",1998,"
Animation, Adventure, Comedy","https://www.imdb.com/title/tt7467584/ratings/?ref_=tt_ov_rt","3|2|2|2|2|0|0|0|0|1",NA
"413","Mickey Mania - As Eternas Aventuras de Mickey Mouse","7.6","https://www.imdb.com/title/tt1289608/?ref_=adv_li_tt",1994,"
Animation, Adventure, Comedy","https://www.imdb.com/title/tt1289608/ratings/?ref_=tt_ov_rt","17|9|27|30|6|6|3|0|2|1","Ian Grieve
"
"414","Realms of the Haunting","8.4","https://www.imdb.com/title/tt0207046/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0207046/ratings/?ref_=tt_ov_rt","39|9|13|5|4|1|1|0|5|7","Alan Coltman
"
"415","Project Borealis",NA,"https://www.imdb.com/title/tt9418458/?ref_=adv_li_tt",NA,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9418458/ratings/?ref_=tt_ov_rt",NA,NA
"416","World of Horror","8.3","https://www.imdb.com/title/tt14597014/?ref_=adv_li_tt",2019,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt14597014/ratings/?ref_=tt_ov_rt","2|2|1|2|0|0|0|0|0|0","Pawel Kozminski
"
"417","Spawn: Armageddon","6.3","https://www.imdb.com/title/tt0390501/?ref_=adv_li_tt",2003,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0390501/ratings/?ref_=tt_ov_rt","19|3|7|17|18|15|7|4|2|7",NA
"418","Powerslave","7.6","https://www.imdb.com/title/tt0369841/?ref_=adv_li_tt",1996,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0369841/ratings/?ref_=tt_ov_rt","21|8|7|10|6|2|3|0|2|6","Brian McNeely
"
"419","Hunter: The Reckoning","7.9","https://www.imdb.com/title/tt0315996/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0315996/ratings/?ref_=tt_ov_rt","17|11|16|15|6|1|2|2|1|3","Jim Molitor
"
"420","MediEvil II","7.7","https://www.imdb.com/title/tt0280929/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0280929/ratings/?ref_=tt_ov_rt","58|40|101|39|20|9|3|0|4|6","James Shepherd
"
"421","Lunacid",NA,"https://www.imdb.com/title/tt18936254/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt18936254/ratings/?ref_=tt_ov_rt",NA,"Akuma Kira
"
"422","Ben and Ed","5.6","https://www.imdb.com/title/tt15800754/?ref_=adv_li_tt",2015,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt15800754/ratings/?ref_=tt_ov_rt","0|0|1|2|1|1|1|0|2|0","Florian Königs
| Christian Patorra
| Dominik Plassmann
"
"423","Dracula II: Noroi no Fûin","6.8","https://www.imdb.com/title/tt0411218/?ref_=adv_li_tt",1987,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0411218/ratings/?ref_=tt_ov_rt","61|36|100|163|96|53|28|18|7|15","Hitoshi Akamatsu
"
"424","Sherlock Holmes: The Awakened","7.5","https://www.imdb.com/title/tt0896858/?ref_=adv_li_tt",2006,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0896858/ratings/?ref_=tt_ov_rt","41|19|27|20|17|8|2|5|1|6",NA
"425","Ice Scream 1: Horror Neighborhood","8.8","https://www.imdb.com/title/tt13722620/?ref_=adv_li_tt",2019,"
Animation, Action, Adventure","https://www.imdb.com/title/tt13722620/ratings/?ref_=tt_ov_rt","3|0|2|0|1|0|0|0|0|0",NA
"426","The Chaser",NA,"https://www.imdb.com/title/tt11244796/?ref_=adv_li_tt",2021,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt11244796/ratings/?ref_=tt_ov_rt",NA,NA
"427","Dark Souls II: Crown of the Ivory King","7.5","https://www.imdb.com/title/tt12708802/?ref_=adv_li_tt",2014,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12708802/ratings/?ref_=tt_ov_rt","15|13|23|19|9|0|1|2|1|4","Yui Tanimura
"
"428","Dracula 2: The Last Sanctuary","6.7","https://www.imdb.com/title/tt0369373/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0369373/ratings/?ref_=tt_ov_rt","8|5|9|11|3|7|2|2|1|6",NA
"429","Goosebumps: Attack of the Mutant","7.8","https://www.imdb.com/title/tt0219709/?ref_=adv_li_tt",1997,"
Action, Adventure, Family","https://www.imdb.com/title/tt0219709/ratings/?ref_=tt_ov_rt","19|3|9|10|5|1|1|0|1|7",NA
"430","Judge Dredd: Dredd vs Death","6.9","https://www.imdb.com/title/tt0385801/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0385801/ratings/?ref_=tt_ov_rt","33|13|26|34|18|8|4|5|2|4",NA
"431","Evil Nun: Scary Horror Game Adventure",NA,"https://www.imdb.com/title/tt13812970/?ref_=adv_li_tt",2018,"
Animation, Action, Adventure","https://www.imdb.com/title/tt13812970/ratings/?ref_=tt_ov_rt",NA,NA
"432","DmC: Devil May Cry - Vergil's Downfall","6","https://www.imdb.com/title/tt15447650/?ref_=adv_li_tt",2013,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15447650/ratings/?ref_=tt_ov_rt","2|2|1|5|6|2|1|0|0|2","Tameem Antoniades
"
"433","Gibbous - A Cthulhu Adventure","7.4","https://www.imdb.com/title/tt12372142/?ref_=adv_li_tt",2019,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt12372142/ratings/?ref_=tt_ov_rt","2|0|4|5|2|1|0|0|0|0","Liviu Boar
"
"434","Dracula Unleashed","7.9","https://www.imdb.com/title/tt0465444/?ref_=adv_li_tt",1993,"
Adventure, Horror","https://www.imdb.com/title/tt0465444/ratings/?ref_=tt_ov_rt","12|5|7|8|2|2|0|3|0|4","Mike Plant
"
"435","Salt and Sanctuary","7.8","https://www.imdb.com/title/tt9441888/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt9441888/ratings/?ref_=tt_ov_rt","8|26|22|15|7|3|2|0|0|2",NA
"436","Saint Kotar: The Yellow Mask","8","https://www.imdb.com/title/tt12484990/?ref_=adv_li_tt",2020,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt12484990/ratings/?ref_=tt_ov_rt","11|0|2|1|2|1|1|1|1|1","Marko Tominic
"
"437","Ice Scream 3: Horror Neighborhood",NA,"https://www.imdb.com/title/tt13734696/?ref_=adv_li_tt",2020,"
Animation, Action, Adventure","https://www.imdb.com/title/tt13734696/ratings/?ref_=tt_ov_rt",NA,NA
"438","Makaimura","6.9","https://www.imdb.com/title/tt0186162/?ref_=adv_li_tt",1985,"
Action, Adventure, Family","https://www.imdb.com/title/tt0186162/ratings/?ref_=tt_ov_rt","43|30|76|99|64|25|17|6|9|10",NA
"439","Painkiller: Hell & Damnation","6","https://www.imdb.com/title/tt4293878/?ref_=adv_li_tt",2012,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4293878/ratings/?ref_=tt_ov_rt","4|2|6|18|11|11|4|3|2|4","Artur Falkowski
"
"440","The Dark Inside Me","5.5","https://www.imdb.com/title/tt4328052/?ref_=adv_li_tt",2018,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt4328052/ratings/?ref_=tt_ov_rt","3|0|2|0|0|0|1|0|1|3","Akçay Karaazmak
"
"441","Devil May Cry: HD Collection","8.2","https://www.imdb.com/title/tt12780194/?ref_=adv_li_tt",2012,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12780194/ratings/?ref_=tt_ov_rt","10|7|13|3|1|1|1|0|0|1","Hideaki Itsuno
"
"442","Shin Megami Tensei IV: Apocalypse","7","https://www.imdb.com/title/tt5619094/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt5619094/ratings/?ref_=tt_ov_rt","7|6|6|10|7|1|2|1|0|13","Satoshi Ooyama
"
"443","The Coma: Recut","5.8","https://www.imdb.com/title/tt7790136/?ref_=adv_li_tt",2017,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt7790136/ratings/?ref_=tt_ov_rt","1|2|2|5|2|4|1|1|1|3","Minho Kim
"
"444","Shivers","8.5","https://www.imdb.com/title/tt0192604/?ref_=adv_li_tt",1995,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0192604/ratings/?ref_=tt_ov_rt","30|12|15|5|5|2|1|1|0|10","Tony Ober
"
"445","Mother Russia Bleeds","6.5","https://www.imdb.com/title/tt10408414/?ref_=adv_li_tt",2016,"
Action, Adventure, Horror","https://www.imdb.com/title/tt10408414/ratings/?ref_=tt_ov_rt","2|0|5|11|7|4|2|0|0|1",NA
"446","Enemy Zero","7.7","https://www.imdb.com/title/tt0190381/?ref_=adv_li_tt",1996,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0190381/ratings/?ref_=tt_ov_rt","8|2|5|4|1|3|1|0|0|4","Kenji Eno
"
"447","Hard West","7","https://www.imdb.com/title/tt5268394/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt5268394/ratings/?ref_=tt_ov_rt","0|3|7|13|4|2|1|0|0|0",NA
"448","Hunter: The Reckoning Redeemer","7.1","https://www.imdb.com/title/tt0387295/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0387295/ratings/?ref_=tt_ov_rt","7|3|2|6|6|2|1|1|1|2",NA
"449","Turok 3: Shadow of Oblivion","7.1","https://www.imdb.com/title/tt0283088/?ref_=adv_li_tt",2000,"
Adventure, Action, Fantasy","https://www.imdb.com/title/tt0283088/ratings/?ref_=tt_ov_rt","18|7|15|33|21|4|3|2|2|5",NA
"450","ObsCure II","7.5","https://www.imdb.com/title/tt1505762/?ref_=adv_li_tt",2007,"
Action, Adventure, Drama","https://www.imdb.com/title/tt1505762/ratings/?ref_=tt_ov_rt","32|26|46|31|17|5|4|8|1|6",NA
"451","The Simpsons: Night of the Living Treehouse of Horror","7.1","https://www.imdb.com/title/tt0454951/?ref_=adv_li_tt",2001,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0454951/ratings/?ref_=tt_ov_rt","22|8|15|17|13|9|6|5|5|6",NA
"452","DmC: Devil May Cry - Bloody Palace Mode","7.3","https://www.imdb.com/title/tt15447582/?ref_=adv_li_tt",2013,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15447582/ratings/?ref_=tt_ov_rt","3|0|0|2|3|1|0|0|0|0","Tameem Antoniades
"
"453","Castlevania: Harmony of Despair","6.2","https://www.imdb.com/title/tt6437074/?ref_=adv_li_tt",2010,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6437074/ratings/?ref_=tt_ov_rt","3|2|5|5|3|2|2|2|1|2","Shutaro Iida
"
"454","Alien³","6.7","https://www.imdb.com/title/tt0291715/?ref_=adv_li_tt",1992,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0291715/ratings/?ref_=tt_ov_rt","18|11|17|38|30|8|2|2|0|9",NA
"455","Shin Megami Tensei: Digital Devil Saga","8","https://www.imdb.com/title/tt1129937/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1129937/ratings/?ref_=tt_ov_rt","22|19|29|9|10|3|0|2|1|19","Katsura Hashino
"
"456","Into the Dead 2","7.2","https://www.imdb.com/title/tt14999536/?ref_=adv_li_tt",2017,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14999536/ratings/?ref_=tt_ov_rt","1|0|3|7|2|1|0|0|0|0",NA
"457","60 Seconds!","6.7","https://www.imdb.com/title/tt14787660/?ref_=adv_li_tt",2015,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt14787660/ratings/?ref_=tt_ov_rt","1|1|4|8|3|3|2|0|0|0",NA
"458","Bullet Witch","6.4","https://www.imdb.com/title/tt1086693/?ref_=adv_li_tt",2006,"
Action, Adventure, Drama","https://www.imdb.com/title/tt1086693/ratings/?ref_=tt_ov_rt","9|5|5|9|17|8|5|4|1|5","Yoichi Take
"
"459","Earn to Die 2","7.7","https://www.imdb.com/title/tt13865718/?ref_=adv_li_tt",2014,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13865718/ratings/?ref_=tt_ov_rt","5|1|2|4|2|1|0|1|0|0",NA
"460","Nochnoy Dozor","5.6","https://www.imdb.com/title/tt0816363/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0816363/ratings/?ref_=tt_ov_rt","11|6|0|1|4|4|1|1|2|18",NA
"461","Ty the Tasmanian Tiger 3: Night of the Quinkan","7.1","https://www.imdb.com/title/tt0959579/?ref_=adv_li_tt",2005,"
Animation, Action, Adventure","https://www.imdb.com/title/tt0959579/ratings/?ref_=tt_ov_rt","13|3|8|8|4|3|5|0|3|4","Steve Stamatiadis
"
"462","Akumajô Dracula: Circle of the Moon","7.4","https://www.imdb.com/title/tt0417520/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0417520/ratings/?ref_=tt_ov_rt","31|25|60|48|24|8|2|2|2|9",NA
"463","Akumajô Dorakyura","7","https://www.imdb.com/title/tt8043608/?ref_=adv_li_tt",1993,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt8043608/ratings/?ref_=tt_ov_rt","3|2|4|14|4|5|1|0|1|0","Hideo Ueda
| Masayuki Umasaki
"
"464","Beholder","7.3","https://www.imdb.com/title/tt8364738/?ref_=adv_li_tt",2016,"
Adventure, Horror","https://www.imdb.com/title/tt8364738/ratings/?ref_=tt_ov_rt","13|8|22|27|18|3|2|1|3|3",NA
"465","The Twilight Zone","7.4","https://www.imdb.com/title/tt8046616/?ref_=adv_li_tt",1988,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt8046616/ratings/?ref_=tt_ov_rt","4|0|2|0|0|0|0|1|0|2",NA
"466","Blood and Bacon","6.9","https://www.imdb.com/title/tt14637530/?ref_=adv_li_tt",2016,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt14637530/ratings/?ref_=tt_ov_rt","4|2|1|1|1|0|0|0|1|2",NA
"467","Galerians","7.8","https://www.imdb.com/title/tt0260918/?ref_=adv_li_tt",1999,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0260918/ratings/?ref_=tt_ov_rt","13|7|17|5|4|2|1|1|0|9","Hiroshi Kobayashi
"
"468","Hellboy: Asylum Seeker","5.8","https://www.imdb.com/title/tt2145882/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2145882/ratings/?ref_=tt_ov_rt","8|1|1|1|1|5|2|4|2|4",NA
"469","Perception","5.9","https://www.imdb.com/title/tt6463160/?ref_=adv_li_tt",2017,"
Action, Adventure, Horror","https://www.imdb.com/title/tt6463160/ratings/?ref_=tt_ov_rt","1|3|0|5|8|1|4|0|0|3","Bill Gardner
"
"470","Happy Game","6.8","https://www.imdb.com/title/tt16751956/?ref_=adv_li_tt",2021,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt16751956/ratings/?ref_=tt_ov_rt","2|1|5|2|1|1|0|0|1|1","Jaromír Plachý
"
"471","Dijitaru debiru saaga: Abataaru teyuunaa 2","8.3","https://www.imdb.com/title/tt1129936/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1129936/ratings/?ref_=tt_ov_rt","45|11|11|9|4|2|3|2|0|7","Katsura Hashino
"
"472","Ritoru Uitchi Nobeta",NA,"https://www.imdb.com/title/tt14242788/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt14242788/ratings/?ref_=tt_ov_rt",NA,NA
"473","Phase Paradox",NA,"https://www.imdb.com/title/tt1634129/?ref_=adv_li_tt",2001,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1634129/ratings/?ref_=tt_ov_rt",NA,"Takayuki Yanagihori
| Tatsuya Ishiyama
| Noriyoshi Shimazaki
"
"474","Magrunner: Dark Pulse","6.5","https://www.imdb.com/title/tt3139054/?ref_=adv_li_tt",2013,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt3139054/ratings/?ref_=tt_ov_rt","1|0|3|4|4|4|1|0|0|1",NA
"475","Shadow of the Beast","7.2","https://www.imdb.com/title/tt0492766/?ref_=adv_li_tt",1989,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0492766/ratings/?ref_=tt_ov_rt","11|10|10|18|11|7|3|3|0|3","Martin Edmondson
| Paul Howarth
"
"476","Chasing Static",NA,"https://www.imdb.com/title/tt12699998/?ref_=adv_li_tt",2021,"
Adventure, Horror","https://www.imdb.com/title/tt12699998/ratings/?ref_=tt_ov_rt",NA,"Nathan Hamley
"
"477","Shipwrecked 64",NA,"https://www.imdb.com/title/tt21874006/?ref_=adv_li_tt",2022,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt21874006/ratings/?ref_=tt_ov_rt",NA,"Squeaks D'Corgeh
"
"478","Yuppie Psycho","8.4","https://www.imdb.com/title/tt17065186/?ref_=adv_li_tt",2019,"
Action, Adventure, Horror","https://www.imdb.com/title/tt17065186/ratings/?ref_=tt_ov_rt","1|3|2|0|1|0|0|0|0|1","F. Calvelo
"
"479","Hylics","8.6","https://www.imdb.com/title/tt15048380/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15048380/ratings/?ref_=tt_ov_rt","3|6|6|1|1|0|0|0|0|0","Mason Lindroth
"
"480","Blood II: The Chosen","7.2","https://www.imdb.com/title/tt0303778/?ref_=adv_li_tt",1998,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0303778/ratings/?ref_=tt_ov_rt","26|12|40|41|18|10|8|4|5|13",NA
"481","The Dark Eye","8.5","https://www.imdb.com/title/tt0176641/?ref_=adv_li_tt",1995,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0176641/ratings/?ref_=tt_ov_rt","18|8|7|4|2|1|1|0|0|8","Russel Lees
"
"482","Dreaming Mary","8","https://www.imdb.com/title/tt12075260/?ref_=adv_li_tt",2014,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt12075260/ratings/?ref_=tt_ov_rt","0|3|0|3|0|0|0|0|0|0","Accha
"
"483","Please, Don't Touch Anything","7.1","https://www.imdb.com/title/tt14412874/?ref_=adv_li_tt",2015,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt14412874/ratings/?ref_=tt_ov_rt","2|0|5|6|0|2|0|0|0|1",NA
"484","Ecstatica","6.9","https://www.imdb.com/title/tt5603956/?ref_=adv_li_tt",1994,"
Action, Adventure, Horror","https://www.imdb.com/title/tt5603956/ratings/?ref_=tt_ov_rt","0|3|2|5|2|1|0|0|1|0","Andrew Spencer
"
"485","Mortal Kombat Mobile","5.5","https://www.imdb.com/title/tt11517730/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt11517730/ratings/?ref_=tt_ov_rt","2|2|2|5|4|3|1|2|1|4",NA
"486","Men in Black: The Game","5.2","https://www.imdb.com/title/tt0292100/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0292100/ratings/?ref_=tt_ov_rt","8|0|3|5|7|12|8|4|7|13","David Koenig
| Yoni Koenig
"
"487","Astral Hound",NA,"https://www.imdb.com/title/tt23552908/?ref_=adv_li_tt",NA,"
Action, Adventure, Horror","https://www.imdb.com/title/tt23552908/ratings/?ref_=tt_ov_rt",NA,"Aliyah Al Abbar
"
"488","Blair Witch Volume 1: Rustin Parr","7.5","https://www.imdb.com/title/tt0418535/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0418535/ratings/?ref_=tt_ov_rt","31|9|12|14|8|4|2|2|4|9","Joe Wampole
"
"489","Atmosfear: The Third Dimension","7","https://www.imdb.com/title/tt5647238/?ref_=adv_li_tt",1996,"
Adventure, Comedy, Fantasy","https://www.imdb.com/title/tt5647238/ratings/?ref_=tt_ov_rt","3|0|1|1|2|1|0|0|0|1",NA
"490","Goat Simulator: GoatZ","7.6","https://www.imdb.com/title/tt21041780/?ref_=adv_li_tt",2015,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt21041780/ratings/?ref_=tt_ov_rt","1|3|3|2|1|2|0|0|1|1",NA
"491","Silverload",NA,"https://www.imdb.com/title/tt8059068/?ref_=adv_li_tt",1995,"
Adventure, Horror, Western","https://www.imdb.com/title/tt8059068/ratings/?ref_=tt_ov_rt",NA,NA
"492","Fragile: Sayonara tsuki no haikyo","7.3","https://www.imdb.com/title/tt1360777/?ref_=adv_li_tt",2009,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt1360777/ratings/?ref_=tt_ov_rt","8|3|7|7|1|2|3|2|0|3","Kentarou Kawashima
"
"493","Grim Dawn: Ashes of Malmouth","7.8","https://www.imdb.com/title/tt8088626/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt8088626/ratings/?ref_=tt_ov_rt","10|9|16|5|5|1|1|1|0|2",NA
"494","BloodRayne: ReVamped",NA,"https://www.imdb.com/title/tt15440184/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15440184/ratings/?ref_=tt_ov_rt",NA,NA
"495","Ice Scream 2: Horror Neighborhood",NA,"https://www.imdb.com/title/tt13728672/?ref_=adv_li_tt",2019,"
Animation, Action, Adventure","https://www.imdb.com/title/tt13728672/ratings/?ref_=tt_ov_rt",NA,NA
"496","Castlevania: Byakuya no Koncheruto","7.6","https://www.imdb.com/title/tt0379206/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0379206/ratings/?ref_=tt_ov_rt","26|32|57|40|24|8|1|1|1|7","Takeda Takeshi
"
"497","Dorakyura Densetsu II","6.5","https://www.imdb.com/title/tt1981615/?ref_=adv_li_tt",1991,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1981615/ratings/?ref_=tt_ov_rt","7|8|10|20|23|10|4|4|2|1",NA
"498","Lost in Vivo","7.6","https://www.imdb.com/title/tt11050262/?ref_=adv_li_tt",2018,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt11050262/ratings/?ref_=tt_ov_rt","10|1|5|4|1|2|0|0|1|2","Akuma Kira
"
"499","PowerSlave Exhumed","8.7","https://www.imdb.com/title/tt21139822/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt21139822/ratings/?ref_=tt_ov_rt","1|3|1|1|0|0|0|0|0|0",NA
"500","Shin Megami Tensei II","7.7","https://www.imdb.com/title/tt7481770/?ref_=adv_li_tt",1994,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt7481770/ratings/?ref_=tt_ov_rt","10|3|5|6|5|1|0|2|0|4","Koji Okada
"
"501","Debiru samunâ: Kuzunoha Raidou tai Abadon'ou","8.3","https://www.imdb.com/title/tt1650824/?ref_=adv_li_tt",2008,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1650824/ratings/?ref_=tt_ov_rt","38|2|6|3|3|0|0|1|1|4","Kazuyuki Yamai
"
"502","Daimakaimura","7.2","https://www.imdb.com/title/tt0290629/?ref_=adv_li_tt",1988,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0290629/ratings/?ref_=tt_ov_rt","34|24|42|69|22|17|6|5|3|9",NA
"503","Fear Effect Sedna","7.4","https://www.imdb.com/title/tt6926986/?ref_=adv_li_tt",2018,"
Action, Adventure, Crime","https://www.imdb.com/title/tt6926986/ratings/?ref_=tt_ov_rt","13|4|5|6|2|5|2|2|2|4","Thibaut Romaggi
"
"504","The Final Station","7.1","https://www.imdb.com/title/tt6132930/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6132930/ratings/?ref_=tt_ov_rt","8|6|8|18|9|3|3|1|2|1",NA
"505","Giraffe Town","8","https://www.imdb.com/title/tt10697654/?ref_=adv_li_tt",2018,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt10697654/ratings/?ref_=tt_ov_rt","3|1|0|0|0|0|0|0|0|1","Samer Khatib
"
"506","Space Funeral",NA,"https://www.imdb.com/title/tt18080708/?ref_=adv_li_tt",2010,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt18080708/ratings/?ref_=tt_ov_rt",NA,"Stephen Murphy
"
"507","Nightmare Reaper",NA,"https://www.imdb.com/title/tt22526754/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt22526754/ratings/?ref_=tt_ov_rt",NA,NA
"508","Remembrance",NA,"https://www.imdb.com/title/tt8366986/?ref_=adv_li_tt",2018,"
Short, Adventure, Horror","https://www.imdb.com/title/tt8366986/ratings/?ref_=tt_ov_rt",NA,"Troy Martens
"
"509","Dead Estate",NA,"https://www.imdb.com/title/tt16709698/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt16709698/ratings/?ref_=tt_ov_rt",NA,NA
"510","MediEvil: Resurrection","7.8","https://www.imdb.com/title/tt2391300/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2391300/ratings/?ref_=tt_ov_rt","24|15|31|17|13|5|1|0|1|2",NA
"511","Death End Re;Quest 2",NA,"https://www.imdb.com/title/tt13597980/?ref_=adv_li_tt",2020,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt13597980/ratings/?ref_=tt_ov_rt",NA,NA
"512","Conarium","6.5","https://www.imdb.com/title/tt11908962/?ref_=adv_li_tt",2017,"
Adventure, Horror","https://www.imdb.com/title/tt11908962/ratings/?ref_=tt_ov_rt","1|1|8|11|13|4|1|0|1|1",NA
"513","Gantz: The Game",NA,"https://www.imdb.com/title/tt5458012/?ref_=adv_li_tt",2005,"
Action, Adventure, Drama","https://www.imdb.com/title/tt5458012/ratings/?ref_=tt_ov_rt",NA,NA
